醫事機構代碼,醫事機構名稱,醫事機構地址,address_clean,latitude,longitude,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5901190695,益源藥局,臺北市萬華區大理街１６０巷２６弄２號,台北市萬華區大理街160巷26弄2號,25.032047,121.4939092,(02)23087321,1508,1088,2020/09/15 21:44:46
5901190784,欣安藥局,臺北市萬華區東園街１９０、１９２號,台北市萬華區東園街190、192號,25.0217338,121.4983414,(02)23327830,2916,0,2020/09/15 21:44:46
5901192064,三源藥局,臺北市萬華區康定路１９７號,台北市萬華區康定路197號,25.0362417,121.5015589,(02)23022111,207,580,2020/09/15 21:44:46
5901192126,恩達藥局,臺北市萬華區梧州街６４號,台北市萬華區梧州街64號,25.0356528,121.49749,(02)23024467,5830,1765,2020/09/15 21:44:46
5901192144,健華藥局,臺北市萬華區康定路３２８號,台北市萬華區康定路328號,25.0356276,121.5011966,(02)23063083,54,440,2020/09/15 21:44:46
5901192162,寶興大藥局,臺北市萬華區寶興街１１９號,台北市萬華區寶興街119號,25.0253057,121.4948004,(02)23013375,720,530,2020/09/15 21:44:46
5901192180,康之友藥局,臺北市萬華區青年路２０號,台北市萬華區青年路20號,25.025961,121.505542,(02)23011598,3942,980,2020/09/15 21:44:46
5901192233,仁仁藥局,臺北市萬華區康定路２１９號,台北市萬華區康定路219號,25.035641,121.5014568,(02)23365545,3442,1810,2020/09/15 21:44:46
5901192448,健誠大藥局,臺北市萬華區環河南路２段１８５號,台北市萬華區環河南路2段185號,25.0324249,121.4919836,(02)23042223,1535,0,2020/09/15 21:44:46
5901192546,躍獅西園藥局,臺北市萬華區西園路２段２６０號,台北市萬華區西園路2段260號,25.0278708,121.4946461,(02)23094063,3362,960,2020/09/15 21:44:46
5901192822,專品藥局,臺北市萬華區長沙街２段７１－１號,台北市萬華區長沙街2段71-1號,25.040631,121.505155,(02)23718892,1800,910,2020/09/15 21:44:46
5901192831,偉安藥局,臺北市萬華區西藏路１０９號,台北市萬華區西藏路109號,25.0297193,121.5032734,(02)23037186,2203,1140,2020/09/15 21:44:46
5901192877,瑞生藥局,臺北市萬華區西園路２段２５２號,台北市萬華區西園路2段252號,25.0280275,121.494788,(02)23012159,2439,170,2020/09/15 21:44:46
5901192975,萬華藥局,臺北市萬華區萬大路２４８號實際營業地址１樓、２樓,台北市萬華區萬大路248號實際營業地址1樓、2樓,25.0262599,121.5002931,(02)23012221,5322,730,2020/09/15 21:44:46
5901192993,萬華健業藥局,臺北市萬華區東園街６８－３號,台北市萬華區東園街68-3號,25.0256955,121.4965019,(02)23012292,0,1160,2020/09/15 21:44:46
5901193070,榮勝藥局,臺北市萬華區萬大路２３３號,台北市萬華區萬大路233號,25.0264465,121.5007052,(02)23331121,2447,373,2020/09/15 21:44:46
5901193105,安誠貴陽藥局,臺北市萬華區貴陽街２段１４８號,台北市萬華區貴陽街2段148號,25.0401285,121.5015856,(02)23812190,731,950,2020/09/15 21:44:46
5901193123,千誠北護藥局,臺北市萬華區內江街１１４號,台北市萬華區內江街114號,25.041519,121.5034,(02)23123530,4653,1171,2020/09/15 21:44:46
5901193132,松本藥局,臺北市萬華區西昌街２３３號,台北市萬華區西昌街233號,25.0372219,121.5006807,(02)23029559,2854,1218,2020/09/15 21:44:46
5901193169,柏祥藥局,臺北市萬華區西藏路１４１號,台北市萬華區西藏路141號,25.0294096,121.5016472,(02)23018272,4131,1150,2020/09/15 21:44:46
5901193178,展源健康藥局,臺北市萬華區國興路１０４號,台北市萬華區國興路104號,25.0275085,121.5053804,(02)23035179,3402,490,2020/09/15 21:44:46
5901193187,富安藥局,臺北市萬華區萬大路４２６號,台北市萬華區萬大路426號,25.020992,121.498056,(02)23377878,3158,1077,2020/09/15 21:44:46
5901193196,青年宏越藥局,臺北市萬華區青年路４４號,台北市萬華區青年路44號,25.025566,121.504222,(02)23011037,1585,421,2020/09/15 21:44:46
5901193221,正盛藥局,臺北市萬華區中華路２段４３４－１號,台北市萬華區中華路2段434-1號,25.0271509,121.506451,(02)23050386,11359,0,2020/09/15 21:44:46
5901193230,啟仁藥局,臺北市萬華區環河南路２段１７７號,台北市萬華區環河南路2段177號,25.032565,121.4921198,(02)23362771,3606,1099,2020/09/15 21:44:46
5901193249,光華藥局,臺北市萬華區華西街１９－５號,台北市萬華區華西街19-5號,25.0389278,121.4985657,(02)23613609,3295,332,2020/09/15 21:44:46
5901193258,和德藥局,臺北市萬華區西園路２段２９２號,臺北市萬華區西園路2段292號,25.0267771,121.4932196,(02)23331522,5453,630,2020/09/15 21:44:46
5901193267,和德藥局,臺北市萬華區西園路２段２９２號,臺北市萬華區西園路2段292號,25.0267771,121.4932196,(02)23331522,2936,680,2020/09/15 21:44:46
5901200070,裕康藥局,臺北市文山區木柵路１段１２號,台北市文山區木柵路1段12號,24.9866302,121.5462408,(02)22367756,2547,880,2020/09/15 21:44:46
5901200105,建興藥局,臺北市文山區木柵路２段８１號１樓,台北市文山區木柵路2段81號1樓,24.988898,121.56093,(02)29399993,433,1327,2020/09/15 21:44:46
5901200114,健群藥局,臺北市文山區景興路４１號,台北市文山區景興路41號,24.997163,121.544875,(02)29328898,2293,1357,2020/09/15 21:44:46
5901200123,瑞安藥局,臺北市文山區溪口街６９－１號１樓,台北市文山區溪口街69-1號1樓,24.9949739,121.539278,(02)29312888,1999,786,2020/09/15 21:44:46
5901200141,景美藥局,臺北市文山區景文街１２５號,台北市文山區景文街125號,24.990321,121.541212,(02)29335741,1602,610,2020/09/15 21:44:46
5901200187,全銨藥局,臺北市文山區木新路３段３４９號１樓,台北市文山區木新路3段349號1樓,24.9802929,121.5558269,(02)29370689,3258,440,2020/09/15 21:44:46
5901200490,永明大藥局,臺北市文山區興隆路１段２９７號１樓,台北市文山區興隆路1段297號1樓,24.998759,121.544836,(02)29314428,1494,920,2020/09/15 21:44:46
5901200534,日信專業藥局,臺北市文山區木柵路２段１３９號１樓,台北市文山區木柵路2段139號1樓,24.9890859,121.562578,(02)86618322,4489,550,2020/09/15 21:44:46
5901201540,逸仙藥師藥局,臺北市文山區興隆路２段２１８－１號１樓,台北市文山區興隆路2段218-1號1樓,25.0014109,121.5525553,(02)29312597,3983,1070,2020/09/15 21:44:46
5901201568,康宜庭生活藥局,臺北市文山區興隆路４段６４號,台北市文山區興隆路4段64號,24.9849284,121.5613731,(02)29385363,1801,0,2020/09/15 21:44:46
5901201675,博揚藥局,臺北市文山區景興路１８１號,台北市文山區景興路181號,24.9927645,121.5444329,(02)89321707,2625,930,2020/09/15 21:44:46
5901201746,仙瑩藥局,臺北市文山區景華街１６６號,台北市文山區景華街166號,24.9969,121.547904,(02)89321817,4086,1050,2020/09/15 21:44:46
5901201755,銘依藥局,臺北市文山區興隆路２段３０１巷４－１號,台北市文山區興隆路2段301巷4-1號,25.0015855,121.5534576,(02)29308538,10022,4268,2020/09/15 21:44:46
5901201826,舒博威藥局,臺北市文山區興隆路２段９５巷３號,台北市文山區興隆路2段95巷3號,24.9995224,121.5469294,(02)29306805,3551,1130,2020/09/15 21:44:46
5901201835,巧康藥局,臺北市文山區木新路３段２６２、２６４號,台北市文山區木新路3段262、264號,24.9813122,121.558509,(02)29372061,2438,750,2020/09/15 21:44:46
5901202047,華君藥局,臺北市文山區興隆路２段６０號,台北市文山區興隆路2段60號,24.9994897,121.5476962,(02)29319510,4522,243,2020/09/15 21:44:46
5901202154,安誠藥局,臺北市文山區景華街１２４－１號,台北市文山區景華街124-1號,24.99568,121.546928,(02)29308542,0,7,2020/09/15 21:44:46
5901202216,皇興藥師藥局,臺北市文山區木柵路２段１２１號,台北市文山區木柵路2段121號,24.9890087,121.5619987,(02)29365553,3036,1130,2020/09/15 21:44:46
5901202396,宇康藥局,臺北市文山區羅斯福路５段２１８巷７號,台北市文山區羅斯福路5段218巷7號,25.002055,121.5383008,(02)29307066,2421,1698,2020/09/15 21:44:46
5901202583,康宜庭景文藥局,臺北市文山區景文街９７號,台北市文山區景文街97號,24.9908759,121.541556,(02)29302801,1800,740,2020/09/15 21:44:46
5901202627,杏隆藥局,臺北市文山區羅斯福路５段２６１號,台北市文山區羅斯福路5段261號,25.001196,121.539547,(02)29313151,108,1170,2020/09/15 21:44:46
5901202645,永源大藥局,臺北市文山區興隆路３段３０２號,台北市文山區興隆路3段302號,24.9929964,121.558742,(02)22396166,6622,6250,2020/09/15 21:44:46
5901202654,康宜庭萬隆藥局,臺北市文山區羅斯福路５段２０２號,台北市文山區羅斯福路5段202號,25.0032965,121.5384171,(02)29348662,3613,0,2020/09/15 21:44:46
5901202672,美迦藥局,臺北市文山區保儀路２３號,台北市文山區保儀路23號,24.9881356,121.5687012,(02)29362815,2133,510,2020/09/15 21:44:46
5901202789,宜康藥局,臺北市文山區保儀路７號,台北市文山區保儀路7號,24.988742,121.56863,(02)86619862,2966,490,2020/09/15 21:44:46
5901202841,欣安景美藥局,臺北市文山區景文街７７號,台北市文山區景文街77號,24.9912742,121.5413963,(02)29316008,4835,0,2020/09/15 21:44:46
5901202850,北一藥師藥局,臺北市文山區木新路３段４７號,台北市文山區木新路3段47號,24.9823575,121.5641651,(02)22348686,2557,1089,2020/09/15 21:44:46
5901202949,萬隆大藥局,臺北市文山區羅斯福路５段２１８巷１５號,台北市文山區羅斯福路5段218巷15號,25.0020045,121.5379332,(02)29334580,2148,2365,2020/09/15 21:44:46
5901202958,杏一萬安藥局,臺北市文山區萬安街１５號,台北市文山區萬安街15號,25.001398,121.570616,(02)22302126,3267,1120,2020/09/15 21:44:46
5901202976,健康家藥局,臺北市文山區興隆路２段１３３號,台北市文山區興隆路2段133號,25.0001432,121.5480595,(02)29330858,522,430,2020/09/15 21:44:46
5901203026,健康人生藥局,臺北市文山區興隆路３段１０６號,台北市文山區興隆路3段106號,24.9992831,121.5572235,(02)29347813,548,526,2020/09/15 21:44:46
5901203044,木新健康人生藥局,臺北市文山區木新路３段２０３號,台北市文山區木新路3段203號,24.9814186,121.5598912,(02)86611465,3429,1410,2020/09/15 21:44:46
5901203062,大樹文山藥局,臺北市文山區興隆路３段１３號（１、２、３樓）,台北市文山區興隆路3段13號(1、2、3樓),25.000887,121.555,(02)29342226,6565,2930,2020/09/15 21:44:46
5901203071,景華盛康藥局,臺北市文山區景華街６９號,台北市文山區景華街69號,24.9952602,121.5450659,(02)29310188,5395,930,2020/09/15 21:44:46
5901203124,福興藥局,臺北市文山區福興路５６號,台北市文山區福興路56號,25.0034959,121.550423,(02)89313868,1534,0,2020/09/15 21:44:46
5901203160,路加健康藥局,臺北市文山區興隆路２段２２０巷３９號,台北市文山區興隆路2段220巷39號,25.0002087,121.5521818,(02)29302336,3995,1541,2020/09/15 21:44:46
5901203179,健安藥局,臺北市文山區景興路１６５號,台北市文山區景興路165號,24.9934431,121.5446219,(02)29323757,2772,1698,2020/09/15 21:44:46
5901203188,逸全生活藥局,臺北市文山區羅斯福路５段２２２號,台北市文山區羅斯福路5段222號,25.0019851,121.5387044,(02)29326185,3185,1320,2020/09/15 21:44:46
5901203204,躍獅新芳藥局,臺北市文山區興隆路３段９０號,台北市文山區興隆路3段90號,24.9995709,121.5567906,(02)29308172,3060,970,2020/09/15 21:44:46
5901203213,綠杏萬芳藥局,臺北市文山區興隆路３段１１１號,台北市文山區興隆路3段111號,24.999901,121.55814,(02)29349516,1800,0,2020/09/15 21:44:46
5901203222,躍獅景新藥局,臺北市文山區羅斯福路６段３０號,台北市文山區羅斯福路6段30號,24.999677,121.539677,(02)29356221,4680,1180,2020/09/15 21:44:46
5901203240,大愛幸福藥局,臺北市文山區木新路２段２２１號,台北市文山區木新路2段221號,24.9833879,121.567566,(02)29379977,2448,40,2020/09/15 21:44:46
5901203259,杏一萬芳藥局,臺北市文山區興隆路３段１１８號、１１８號２樓,台北市文山區興隆路3段118號、118號2樓,24.9990833,121.5576188,(02)82301606,1801,1330,2020/09/15 21:44:46
5901203268,躍獅木柵藥局,臺北市文山區指南路１段２８號,台北市文山區指南路1段28號,24.987339,121.569518,(02)86617752,2790,920,2020/09/15 21:44:46
5901203277,大樹景美藥局,臺北市文山區羅斯福路６段２３４之１號,台北市文山區羅斯福路6段234之1號,24.9924086,121.5403603,(02)29322951,3600,1070,2020/09/15 21:44:46
5901203286,康宜庭興隆藥局,臺北市文山區興隆路３段２００號,台北市文山區興隆路3段200號,24.9978152,121.5589331,(02)22304866,1744,547,2020/09/15 21:44:46
5901203295,專品政大藥局,臺北市文山區指南路２段８號,台北市文山區指南路2段8號,24.9878369,121.574218,(02)22343010,2430,1320,2020/09/15 21:44:46
5901203339,光點景興藥局,臺北市文山區景興路１０９號,臺北市文山區景興路109號,24.99494,121.544839,(02)29335881,1018,3355,2020/09/15 21:44:46
5901203366,大樹木柵藥局,臺北市文山區木柵路３段１０８號、１１０號（１樓、２樓）,臺北市文山區木柵路3段108號、110號(1樓、2樓),24.988653,121.567628,22340110,4373,656,2020/09/15 21:44:46
5902010016,健康藥局,高雄市鹽埕區大仁路１０２號,高雄市鹽埕區大仁路102號,22.6257833,120.2843094,(07)5510738,1847,0,2020/09/15 21:44:46
5902010025,南京藥局,高雄市鹽埕區建國四路３８７號,高雄市鹽埕區建國四路387號,22.6327857,120.2840184,(07)5514652,5889,1793,2020/09/15 21:44:46
5902011291,長庚藥局,高雄市鹽埕區五福四路１６３號一樓,高雄市鹽埕區五福四路163號一樓,22.623443,120.283359,(07)5513436,3346,1110,2020/09/15 21:44:46
5902011326,和生藥局,高雄市鹽埕區建國四路１７８－２號,高雄市鹽埕區建國四路178-2號,22.6278169,120.2816205,(07)5315739,612,680,2020/09/15 21:44:46
5902011335,利百加藥局,高雄市鹽埕區大公路９６號,高雄市鹽埕區大公路96號,22.6278643,120.2825555,(07)5511098,2922,1120,2020/09/15 21:44:46
5902020012,永松藥局,高雄市鼓山區鼓山三路１３０－１５號,高雄市鼓山區鼓山三路130-15號,22.6644684,120.2801586,(07)5810657,2457,1080,2020/09/15 21:44:46
5902021153,世和藥局,高雄市鼓山區華豐里華夏路１９５號,高雄市鼓山區華豐里華夏路195號,22.669384,120.29591,(07)5522566,4191,181,2020/09/15 21:44:46
5902021233,崧柏藥局,高雄市鼓山區華榮路５４３號,高雄市鼓山區華榮路543號,22.6697205,120.2936109,(07)5542027,3447,1438,2020/09/15 21:44:46
5902021242,快安藥局,高雄市鼓山區濱海一路３２號,高雄市鼓山區濱海一路32號,22.6200588,120.2722428,(07)5514090,106,884,2020/09/15 21:44:46
5902021331,文山藥局,高雄市鼓山區鼓山二路１６６之８之９號,高雄市鼓山區鼓山二路166之8之9號,22.636793,120.2810127,(07)5315681,3928,555,2020/09/15 21:44:46
5902022669,惠民藥局,高雄市鼓山區九如四路１４２６號,高雄市鼓山區九如四路1426號,22.6587277,120.2792858,(07)5833228,2592,170,2020/09/15 21:44:46
5902022687,元氣藥局,高雄市鼓山區南屏路５３３號,高雄市鼓山區南屏路533號,22.6642819,120.3002226,(07)5555995,5572,577,2020/09/15 21:44:46
5902022721,永瑞藥局,高雄市鼓山區華榮路２９８號２樓,高雄市鼓山區華榮路298號2樓,22.6662204,120.297048,(07)5521376,1737,860,2020/09/15 21:44:46
5902022794,定國藥局,高雄市鼓山區九如四路１１３５號,高雄市鼓山區九如四路1135號,22.6594118,120.279287,(07)5815858,5593,928,2020/09/15 21:44:46
5902022801,裕康中西大藥局,高雄市鼓山區裕誠路１５１９號,高雄市鼓山區裕誠路1519號,22.6648499,120.2951373,(07)5555352,2331,977,2020/09/15 21:44:46
5902022829,弘興藥局,高雄市鼓山區鼓山三路４８－１１號,高雄市鼓山區鼓山三路48-11號,22.6547154,120.275573,(07)5612677,4300,0,2020/09/15 21:44:46
5902022874,康爾喜藥局,高雄市鼓山區慶豐街５０號,高雄市鼓山區慶豐街50號,22.6665207,120.2936505,(07)5222650,1957,103,2020/09/15 21:44:46
5902022892,大有藥局,高雄市鼓山區文信路２３６號,高雄市鼓山區文信路236號,22.6647503,120.300486,(07)5529402,3267,1520,2020/09/15 21:44:46
5902022972,高雄藥局,高雄市鼓山區九如四路９２４號,高雄市鼓山區九如四路924號,22.6547123,120.2792167,(07)5610031,2673,1100,2020/09/15 21:44:46
5902030063,紅心藥局,高雄市左營區崇德路２５５號,高雄市左營區崇德路255號,22.6753595,120.3040708,(07)3416697,1566,1430,2020/09/15 21:44:46
5902030090,宏仁藥局,高雄市左營區左營大路３９０號,高雄市左營區左營大路390號,22.6871109,120.2931542,(07)5817895,3411,860,2020/09/15 21:44:46
5902030205,果貿藥局,高雄市左營區果峰街２２號,高雄市左營區果峰街22號,22.670585,120.2883429,(07)5852825,1992,1230,2020/09/15 21:44:46
5902030269,立文藥局,高雄市左營區立文路５４號,高雄市左營區立文路54號,22.6645969,120.3057637,(07)5572899,3168,1530,2020/09/15 21:44:46
5902030303,翔生藥局,高雄市左營區尾南里左營大路５１４號,高雄市左營區尾南里左營大路514號,22.6894351,120.295529,(07)5827329,1134,740,2020/09/15 21:44:46
5902030312,吉辰藥局,高雄市左營區左營大路４１之１號,高雄市左營區左營大路41之1號,22.67597,120.287017,(07)5815069,3051,900,2020/09/15 21:44:46
5902030410,重仁藥局,高雄市左營區左營大路４０８號,高雄市左營區左營大路408號,22.6873,120.293479,(07)5824083,5085,850,2020/09/15 21:44:46
5902030634,有機藥局,高雄市左營區榮耀街３號,高雄市左營區榮耀街3號,22.6793802,120.321572,(07)3596429,4229,180,2020/09/15 21:44:46
5902030643,新高橋藥局,高雄市左營區民族一路１０２８號,高雄市左營區民族一路1028號,22.683399,120.320207,(07)3100696,3660,950,2020/09/15 21:44:46
5902031882,崇光藥局,高雄市左營區華夏路７５５號,高雄市左營區華夏路755號,22.6790451,120.3028674,(07)3452211,3546,1092,2020/09/15 21:44:46
5902031999,平安藥局,高雄市左營區中華一路５之１號,高雄市左營區中華一路5之1號,22.667627,120.2900215,(07)5833688,3651,1030,2020/09/15 21:44:46
5902032174,光明健保藥局,高雄市左營區翠華路６０１巷８３號,高雄市左營區翠華路601巷83號,22.6727631,120.2891274,(07)5812499,4980,1170,2020/09/15 21:44:46
5902032218,和信藥師健保藥局,高雄市左營區崇德路２６７號,高雄市左營區崇德路267號,22.6755542,120.3037205,(07)3419363,3033,630,2020/09/15 21:44:46
5902032227,政大聯合藥局,高雄市左營區自由三路５０６號,高雄市左營區自由三路506號,22.6780078,120.313479,(07)3454713,2637,1330,2020/09/15 21:44:46
5902032370,好幸福專業藥局,高雄市左營區明華一路２２０號,高雄市左營區明華一路220號,22.6630591,120.3055135,(07)5506816,5944,934,2020/09/15 21:44:46
5902032432,威林藥局,高雄市左營區華夏路７２１號,高雄市左營區華夏路721號,22.678509,120.302229,(07)3414243,3687,1827,2020/09/15 21:44:46
5902032441,健怡藥局,高雄市左營區翠峰路４０號,高雄市左營區翠峰路40號,22.6720579,120.2890282,(07)5821891,1116,1670,2020/09/15 21:44:46
5902032487,必健藥局,高雄市左營區自由二路９０號,高雄市左營區自由二路90號,22.659548,120.30909,(07)5584259,3438,1550,2020/09/15 21:44:46
5902032521,合康健保藥局,高雄市左營區裕誠路１８８號,高雄市左營區裕誠路188號,22.6644911,120.3108178,(07)5509667,1940,1069,2020/09/15 21:44:46
5902032530,杏光藥局,高雄市左營區果峰街４７巷１號１樓,高雄市左營區果峰街47巷1號1樓,22.6703473,120.2871643,(07)5837060,2281,1135,2020/09/15 21:44:46
5902032647,健智美藥局,高雄市左營區富國路９８號,高雄市左營區富國路98號,22.6590925,120.3066969,(07)5580888,4284,0,2020/09/15 21:44:46
5902032665,安欣藥師藥局,高雄市左營區大順一路５５２號１樓,高雄市左營區大順一路552號1樓,22.6565007,120.3037881,(07)5506620,4024,682,2020/09/15 21:44:46
5902032674,辰暘藥局,高雄市左營區富民路１２０號１、２樓,高雄市左營區富民路120號1、2樓,22.6606624,120.3053476,(07)5588545,2622,889,2020/09/15 21:44:46
5902040014,成吉藥局,高雄市楠梓區楠梓東街７４號,高雄市楠梓區楠梓東街74號,22.729686,120.33011,(07)3513339,1807,252,2020/09/15 21:44:46
5902040041,橘井藥局,高雄市楠梓區楠梓路１２９號,高雄市楠梓區楠梓路129號,22.7302,120.328546,(07)3511869,3887,876,2020/09/15 21:44:46
5902040050,富翔藥局,高雄市楠梓區常德路３０７號,高雄市楠梓區常德路307號,22.736963,120.337001,(07)3516365,2565,20,2020/09/15 21:44:46
5902040069,新友藥局,高雄市楠梓區萬昌路１１１號,高雄市楠梓區萬昌路111號,22.7119024,120.2895816,(07)3653534,1630,0,2020/09/15 21:44:46
5902040087,世詠藥局,高雄市楠梓區楠都東街１３８號,高雄市楠梓區楠都東街138號,22.7253332,120.3261909,(07)3539869,2786,1009,2020/09/15 21:44:46
5902040096,宗隆藥局,高雄市楠梓區右昌街２２０號,高雄市楠梓區右昌街220號,22.7118131,120.2892737,(07)3622203,3888,1495,2020/09/15 21:44:46
5902040112,丁丁楠梓藥局,高雄市楠梓區建楠路１３０、１３２、１３４號,高雄市楠梓區建楠路130、132、134號,22.727155,120.327179,(07)3533743,5613,90,2020/09/15 21:44:46
5902040158,黃藥局,高雄市楠梓區惠楠里建楠路１８６號,高雄市楠梓區惠楠里建楠路186號,22.727166,120.326033,(07)3515700,6564,559,2020/09/15 21:44:46
5902040185,東初藥局,高雄市楠梓區楠梓路３２號,高雄市楠梓區楠梓路32號,22.728607,120.329784,(07)3511261,3158,0,2020/09/15 21:44:46
5902040210,益民藥局,高雄市楠梓區建楠路４７號,高雄市楠梓區建楠路47號,22.7267147,120.3287885,(07)3522161,2988,680,2020/09/15 21:44:46
5902040229,進昇藥局,高雄市楠梓區德賢路２０２號,高雄市楠梓區德賢路202號,22.7268462,120.3067275,(07)3652334,4923,202,2020/09/15 21:44:46
5902040274,千惠藥局,高雄市楠梓區和光街１８１號,高雄市楠梓區和光街181號,22.7088905,120.2958627,(07)3631268,4724,1279,2020/09/15 21:44:46
5902040498,順明藥局,高雄市楠梓區和光街６５號,高雄市楠梓區和光街65號,22.7072124,120.293938,(07)3615574,2101,956,2020/09/15 21:44:46
5902040532,聯亞藥局,高雄市揇梓區軍校路７１０號,高雄市揇梓區軍校路710號,22.7078159,120.2929685,(07)3638387,1157,434,2020/09/15 21:44:46
5902041226,正人藥師藥局,高雄市楠梓區和昌里軍校路６７２號,高雄市楠梓區和昌里軍校路672號,22.707076,120.293026,(07)3652942,1821,801,2020/09/15 21:44:46
5902042269,常禾藥局,高雄市楠梓區常德路３３３號一樓,高雄市楠梓區常德路333號一樓,22.7375303,120.3372106,(07)3537431,2663,592,2020/09/15 21:44:46
5902042376,佶辰藥局,高雄市楠梓區德民路６４１號１Ｆ,高雄市楠梓區德民路641號1F,22.7224205,120.296153,(07)3662802,2133,375,2020/09/15 21:44:46
5902042447,建佑藥局,高雄市楠梓區右昌街１９１號,高雄市楠梓區右昌街191號,22.7115129,120.2889787,(07)3626893,2700,330,2020/09/15 21:44:46
5902042474,誠群藥局,高雄市楠梓區樂群路１８２號１樓,高雄市楠梓區樂群路182號1樓,22.719144,120.29702,(07)3661733,1548,985,2020/09/15 21:44:46
5902042492,合德中西藥師藥局,高雄市楠梓區楠梓路４８６號,高雄市楠梓區楠梓路486號,22.7381213,120.3243988,(07)3581291,4313,576,2020/09/15 21:44:46
5902042563,天健藥局,高雄市楠梓區後昌路１０８７號,高雄市楠梓區後昌路1087號,22.71716,120.292136,(07)3634179,2070,1695,2020/09/15 21:44:46
5902042590,德賢藥師藥局,高雄市楠梓區德賢路５５１號,高雄市楠梓區德賢路551號,22.725448,120.3003348,(07)3606056,0,1250,2020/09/15 21:44:46
5902042657,皇慶藥局,高雄市楠梓區和光街１９１號,高雄市楠梓區和光街191號,22.70904,120.2960373,(07)3643352,1971,0,2020/09/15 21:44:46
5902042769,家安藥局,高雄市楠梓區後昌新路１３號１樓,高雄市楠梓區後昌新路13號1樓,22.7185268,120.2917788,(07)3600066,3762,1030,2020/09/15 21:44:46
5902050092,明曜藥局,高雄市三民區澄和路９６號,高雄市三民區澄和路96號,22.644886,120.3439011,(07)3803807,3154,1343,2020/09/15 21:44:46
5902050154,杏安藥局,高雄市三民區十全一路91 號,高雄市三民區十全一路91 號,22.644667,120.310839,(07)3111606,5060,610,2020/09/15 21:44:46
5902050298,瑞鶴藥局,高雄市三民區寶德里義德路２５號,高雄市三民區寶德里義德路25號,22.6430593,120.335264,(07)3862757,1476,1060,2020/09/15 21:44:46
5902050323,信彰藥師藥局,高雄市三民區鼎中路６２７號,高雄市三民區鼎中路627號,22.6718433,120.3209026,(07)3422376,3921,1645,2020/09/15 21:44:46
5902050350,日星藥局,高雄市三民區寶龍里惠德街３８號,高雄市三民區寶龍里惠德街38號,22.6473038,120.3241846,(07)3845188,5148,1501,2020/09/15 21:44:46
5902050378,安成藥局,高雄市三民區察哈爾二街６３號,高雄市三民區察哈爾二街63號,22.647704,120.3008931,(07)3229295,1287,810,2020/09/15 21:44:46
5902050387,合祥藥局,高雄市三民區本元里昭良街６８號,高雄市三民區本元里昭良街68號,22.6529065,120.3325707,(07)3830180,1692,1560,2020/09/15 21:44:46
5902050412,春仁藥局,高雄市三民區覺民路２２５號,高雄市三民區覺民路225號,22.639431,120.339133,(07)3962341,2826,1270,2020/09/15 21:44:46
5902050467,人禾藥局,高雄市三民區達仁里九如二路３２４號,高雄市三民區達仁里九如二路324號,22.641355,120.303531,(07)3215681,5019,804,2020/09/15 21:44:46
5902050565,澄和藥局,高雄市三民區澄和路６６號,高雄市三民區澄和路66號,22.6447693,120.3445161,(07)3923111,2360,834,2020/09/15 21:44:46
5902050592,建昌藥局,高雄市三民區十全一路１０５號１樓,高雄市三民區十全一路105號1樓,22.644687,120.310534,(07)3232356,4041,547,2020/09/15 21:44:46
5902050681,全信藥局,高雄市三民區鼎中里鼎中路１０６號,高雄市三民區鼎中里鼎中路106號,22.6607761,120.3192403,(07)3428155,2190,1228,2020/09/15 21:44:46
5902050770,仁生藥局,高雄市三民區民享里熱河二街７８號,高雄市三民區民享里熱河二街78號,22.644253,120.3005689,(07)3118765,3231,1260,2020/09/15 21:44:46
5902050798,友泰藥局,高雄市三民區中和街１６９號,高雄市三民區中和街169號,22.6387655,120.2867999,(07)3125236,1100,754,2020/09/15 21:44:46
5902050903,皇安藥局,高雄市三民區九如一路４６１號,高雄市三民區九如一路461號,22.638704,120.329666,(07)3866779,3726,1426,2020/09/15 21:44:46
5902050912,雅信藥局,高雄市三民區鼎山街３２６號,高雄市三民區鼎山街326號,22.657699,120.321535,(07)3830821,5578,1533,2020/09/15 21:44:46
5902050958,安信藥局,高雄市三民區灣中里鼎山街６６５號,高雄市三民區灣中里鼎山街665號,22.649519,120.316431,(07)3825577,0,5029,2020/09/15 21:44:46
5902051222,利民藥局,高雄市三民區孝順街７４號,高雄市三民區孝順街74號,22.6431355,120.3128195,(07)3125436,4239,1260,2020/09/15 21:44:46
5902051240,明皇藥局,高雄市三民區寶國里義華路１８１號,高雄市三民區寶國里義華路181號,22.642708,120.339956,(07)3860121,0,1247,2020/09/15 21:44:46
5902051268,上正藥師藥局,高雄市三民區憲政路２５５號,高雄市三民區憲政路255號,22.6364773,120.3184252,(07)2223355,4230,930,2020/09/15 21:44:46
5902051642,安寧藥局,高雄市三民區嫩江街３９號,高雄市三民區嫩江街39號,22.642113,120.298234,(07)3217585,1545,1314,2020/09/15 21:44:46
5902051786,億生藥局,高雄市三民區南台路２００號,高雄市三民區南台路200號,22.6371,120.298112,(07)2873436,2798,1037,2020/09/15 21:44:46
5902051866,久大藥局,高雄市三民區本文里立忠路３２號１Ｆ,高雄市三民區本文里立忠路32號1F,22.6531686,120.3253827,(07)3858116,126,752,2020/09/15 21:44:46
